t,p,FL,Fv,rho_L,rho_g,mu_L,mu_g,Z oil,Z gas
90,144.0,0.0,1.0,0.0,331.269204144637,0.0,0.0288053011052516,0.0,0.629577740178869
90,145.0,0.0,1.0,0.0,334.357155243475,0.0,0.0289778711375182,0.0,0.628094972727353
90,146.0,0.0,1.0,0.0,337.443104658611,0.0,0.029151781319436,0.0,0.62664305997714
90,147.0,0.0,1.0,0.0,340.526522158844,0.0,0.0293269955055471,0.0,0.625222111010074
90,148.0,0.0,1.0,0.0,343.606881710043,0.0,0.0295034766608781,0.0,0.623832215873861
90,149.0,0.0,1.0,0.0,346.683662274322,0.0,0.0296811869293626,0.0,0.622473445557231
90,150.0,0.0,1.0,0.0,349.756348587647,0.0,0.0298600877041333,0.0,0.62114585201723
90,151.0,0.0,1.0,0.0,352.824431912752,0.0,0.0300401396993446,0.0,0.619849468257919
90,152.0,0.0,1.0,0.0,355.887410764434,0.0,0.030221303023179,0.0,0.61858430845943
90,153.0,0.0,1.0,0.0,358.944791604533,0.0,0.0304035372516938,0.0,0.617350368156029
90,154.0,0.0,1.0,0.0,361.996089504134,0.0,0.030586801503159,0.0,0.616147624461598
90,155.0,0.0,1.0,0.0,365.040828770806,0.0,0.0307710545125493,0.0,0.61497603634064
90,156.0,0.0,1.0,0.0,368.078543538938,0.0,0.030956254705853,0.0,0.613835544922721
90,157.0,0.0,1.0,0.0,371.108778321523,0.0,0.0311423602738767,0.0,0.612726073858034
90,158.0,0.0,1.0,0.0,374.131088522038,0.0,0.0313293292452301,0.0,0.611647529711586
90,159.0,0.0,1.0,0.0,377.145040905305,0.0,0.0315171195581967,0.0,0.610599802393384
90,160.0,0.0,1.0,0.0,380.150214026576,0.0,0.0317056891312073,0.0,0.609582765621793
90,161.0,0.0,1.0,0.0,383.146198618277,0.0,0.0318949959316527,0.0,0.608596277417238
90,162.0,0.0,1.0,0.0,386.132597934198,0.0,0.0320849980427932,0.0,0.607640180623253
90,163.0,0.0,1.0,0.0,389.109028051107,0.0,0.0322756537285411,0.0,0.606714303451904
90,164.0,0.0,1.0,0.0,392.07511812808,0.0,0.032466921495915,0.0,0.605818460050541
90,165.0,0.0,1.0,0.0,395.030510624025,0.0,0.0326587601549872,0.0,0.604952451086866
90,166.0,0.0,1.0,0.0,397.974861474116,0.0,0.0328511288761663,0.0,0.60411606434933
90,167.0,0.0,1.0,0.0,400.907840226076,0.0,0.0330439872446833,0.0,0.603309075359893
90,168.0,0.0,1.0,0.0,403.829130137391,0.0,0.0332372953121687,0.0,0.60253124799629
90,169.0,0.0,1.0,0.0,406.738428234747,0.0,0.0334310136452302,0.0,0.601782335121
90,170.0,0.0,1.0,0.0,409.635445337097,0.0,0.0336251033709675,0.0,0.601062079214234
90,171.0,0.0,1.0,0.0,412.519906043913,0.0,0.033819526219373,0.0,0.60037021300837
90,172.0,0.0,1.0,0.0,415.391548690277,0.0,0.0340142445625949,0.0,0.599706460121394
90,173.0,0.0,1.0,0.0,418.250125270552,0.0,0.034209221451055,0.0,0.599070535687042
90,174.0,0.0,1.0,0.0,421.095401332459,0.0,0.0344044206464296,0.0,0.598462146979494
90,175.0,0.0,1.0,0.0,423.927155843417,0.0,0.0345998066515224,0.0,0.5978809940306
90,176.0,0.0,1.0,0.0,426.745181031068,0.0,0.0347953447370705,0.0,0.597326770237816
90,177.0,0.0,1.0,0.0,429.549282199891,0.0,0.0349910009655396,0.0,0.596799162961138
90,178.0,0.0,1.0,0.0,432.339277525853,0.0,0.0351867422119776,0.0,0.596297854107529
90,179.0,0.0,1.0,0.0,435.114997831011,0.0,0.0353825361820056,0.0,0.595822520701449
